BlockId,Label
blk_865453227320668516,Normal
blk_2568309208894455676,Normal
blk_6398122733993275620,Normal
blk_325981833999429148,Normal
blk_-4954795063440871977,Normal
blk_2139707931694085102,Normal
blk_-9188933731705791676,Normal
blk_5277338321835341602,Normal
blk_4263664068073345850,Normal
blk_-6997219177553478996,Normal
blk_4098532420907418423,Anomaly
blk_-3684613761619321001,Normal
blk_-2230892279625104430,Normal
blk_-4935573595350235765,Normal
blk_496376132244907301,Normal
blk_-8632488927959646482,Anomaly
blk_-5668584889663038916,Normal
blk_-6991853982611346454,Normal
blk_6140788650991100539,Normal
blk_1649162819905816843,Normal
blk_2904134648927436267,Normal
blk_-3452734573703603740,Normal
blk_-4034227974316905164,Anomaly
blk_5905689738251144455,Normal
blk_1584196996810164915,Normal
blk_-2016403519138424998,Normal
blk_-4551689611865410817,Normal
blk_2972699288862031202,Normal
blk_-6035642070260562886,Normal
blk_-3056652732896088330,Normal
blk_-4956232013010963754,Normal
blk_8894334107354324777,Anomaly
blk_859668537217019080,Anomaly
blk_4802366409699286298,Normal
blk_-1753161039594546561,Normal
blk_3076992299328673559,Normal
blk_-3564493590065542578,Normal
blk_-2073265102548439691,Normal
blk_4581070264530964999,Normal
blk_3083630442630693250,Normal
blk_-4624597753370705281,Normal
blk_-6592952246351162022,Normal
blk_-5236578579938215340,Normal
blk_-8082428389627750477,Normal
blk_-3329473910909732817,Normal
blk_-6075803209168884005,Normal
blk_774612454978154966,Normal
blk_-490230821467544285,Normal
blk_6338761369201338121,Normal
blk_-4984504651603069357,Normal
blk_6085442148007558065,Normal
blk_1302893891174665780,Normal
blk_9085898147979939648,Normal
blk_753559000954836892,Normal
blk_4963214289850966664,Normal
blk_391813102554451063,Normal
blk_-6449891932967810179,Normal
blk_-8198423074054354279,Normal
blk_7489155602821840025,Normal
blk_-8563999607069929505,Normal
blk_7473411975130090672,Normal
blk_-3663004104512304532,Normal
blk_2708206493147801743,Normal
blk_-2141627858612526069,Normal
blk_-6909607053783233975,Normal
blk_-8360774680830158225,Normal
blk_5491101910066444061,Normal
blk_4713968111267226537,Normal
blk_5272731391668336674,Normal
blk_2101007907134483259,Normal
blk_-5403209762224435166,Normal
blk_3848747149919646864,Normal
blk_-6932221506331060207,Normal
blk_2038610753592374847,Normal
blk_-5421365489363678155,Normal
blk_2294700909811950327,Normal
blk_1683075246463470765,Normal
blk_7224257732880626802,Normal
blk_-8049908920306758342,Normal
blk_73389299186801686,Normal
blk_-4110699195744660699,Normal
blk_-6582383997201802925,Normal
blk_-5363213609331400263,Normal
blk_6746178639682808096,Normal
blk_-5586529360624346565,Normal
blk_2063252936853409868,Normal
blk_-7693277678281547790,Normal
blk_8059204889272489644,Normal
blk_5496448884081025648,Normal
blk_2974262690755997396,Normal
blk_8752665860595246441,Normal
blk_8699831307500970779,Normal
blk_22457656256024207,Normal
blk_-7030770677241078854,Normal
blk_3318864983801406136,Normal
blk_8751697793900992450,Normal
blk_-5255262711039499896,Normal
blk_-3612946656596896413,Normal
blk_4939101994162863442,Normal
blk_-743349875664670637,Normal
blk_-6068587951382721748,Normal
blk_-1535908830476495455,Normal
blk_3221204570666147236,Normal
blk_5816171803790152026,Normal
blk_5782729236964719738,Normal
blk_3792448673967861371,Normal
blk_-2856928563366064757,Normal
blk_1144571179430079218,Normal
blk_8348114876238571434,Normal
blk_-2210703755506918304,Normal
blk_-5960135894031733009,Normal
blk_1744485040428751334,Normal
blk_939695665085237271,Normal
blk_8952177028039691517,Normal
blk_9216955386716663841,Normal
blk_-7592643790414500555,Normal
blk_7094265091490664593,Normal
blk_8598135237831029828,Normal
blk_-2929627680703662712,Normal
blk_1746384029810476219,Normal
blk_6374836031306809839,Normal
blk_-1751996688557225241,Normal
blk_-3990317238913332296,Normal
blk_7837529475466774167,Normal
blk_1394107495884949139,Normal
blk_8929806114713265094,Normal
blk_4048438071314937575,Normal
blk_-5340841684362207777,Normal
blk_-1271403908410292619,Normal
blk_8988793695103110546,Normal
blk_1057763407402503745,Normal
blk_1910039736720341651,Normal
blk_-2600305892036631113,Normal
blk_-1432303681669932458,Normal
blk_-8507209254958698084,Normal
blk_1102735311308675356,Anomaly
blk_-2144263949276079479,Normal
blk_-6927870228542972281,Normal
blk_6610244864386894422,Normal
blk_-1387034299358896632,Normal
blk_6672666770563118759,Normal
blk_4783621682384104986,Normal
blk_424461424221613461,Normal
blk_1184972950286241114,Normal
blk_-5012639079435860269,Normal
blk_5600017220681756254,Normal
blk_1646534811870220828,Normal
blk_-7803343374223161433,Normal
blk_8235751201501175836,Normal
blk_-3741526967786688540,Normal
blk_120277101968534224,Normal
blk_-8838161455213213548,Normal
blk_-6942784423611603919,Normal
blk_-5814328448485070742,Normal
blk_-9220604860626391374,Normal
blk_7535677865140289610,Normal
blk_1021828391502582165,Normal
blk_-5603192027616633151,Normal
blk_3202507081359904616,Normal
blk_4162832865986721185,Normal
blk_-7391656937286046074,Normal
blk_7297060562345904886,Normal
blk_6445339027653789144,Normal
blk_102441832197223997,Normal
blk_-2439225174716664723,Normal
blk_-7601381921195183756,Normal
blk_3242229894054064344,Normal
blk_-8907436477337775860,Normal
blk_3312198496468502316,Normal
blk_-3696162841836791939,Normal
blk_-5513640508500780385,Anomaly
blk_-5340885607150360719,Normal
blk_2262752117989012641,Normal
blk_-8887373200836701910,Normal
blk_-5382946262718129284,Normal
blk_6702054389824523327,Normal
blk_2157471834570224881,Normal
blk_-7029628814943626474,Normal
blk_-2656323385657954732,Normal
blk_7197514030988119866,Normal
blk_4967492069970766092,Normal
blk_-1485317050914225917,Normal
blk_-931590117143327078,Normal
blk_1727371778357941761,Normal
blk_-1162676743264290624,Normal
blk_-2402036602753320612,Normal
blk_8711213005689112399,Normal
blk_5240632065631390212,Anomaly
blk_-7990763409688650846,Normal
blk_-1849105860762445186,Normal
blk_6675564098604634452,Normal
blk_-7820996703068538967,Normal
blk_1646909113279517647,Normal
blk_-8145226289286457574,Normal
blk_5809900021002850724,Normal
blk_4984150784048864430,Normal
blk_5668137923110942035,Normal
blk_2735034460607366827,Normal
blk_-7486746679002157277,Normal
blk_1692958087244489888,Normal
blk_-8876879715755468215,Normal
blk_-4139299269696044017,Normal
blk_-5236655516146555545,Normal
blk_591323161994959677,Normal
blk_-5828360070550196756,Normal
blk_-7683667795522321323,Normal
blk_-4181768899028058192,Normal
blk_7733243482102436613,Normal
blk_2980964138205299397,Normal
blk_-7767902948513849386,Normal
blk_-6978845808078082463,Normal
blk_1589878256898761558,Normal
blk_481857539063371482,Normal
blk_-4269939382058952254,Normal
blk_-8915491531889006304,Normal
blk_-2746863406163228797,Anomaly
blk_3067558337579347170,Normal
blk_1865953191447352631,Anomaly
blk_8992894896370738220,Normal
blk_-1125621902344947014,Normal
blk_-7230947007726948080,Normal
blk_-3607708283707030582,Normal
blk_-7106479503467535906,Normal
blk_-657087263710195616,Normal
blk_1869228153483717375,Normal
blk_-5362598472846558076,Normal
blk_-6431101765137189231,Normal
blk_-3949633496933134307,Normal
blk_-626413149556394155,Normal
blk_-8745453424063341007,Normal
blk_-2117066166574895060,Normal
blk_1200136320542454615,Normal
blk_512039711533506696,Normal
blk_6017354285686373326,Normal
blk_5176855630425795751,Normal
blk_1350741653957819140,Normal
blk_7703498406755483188,Normal
blk_-4433556521525567493,Normal
blk_-5321676321043683563,Normal
blk_-357695136519539363,Normal
blk_-5086369325828333421,Normal
blk_-7125370327234065733,Normal
blk_4414644179961808738,Anomaly
blk_469871968689793326,Normal
blk_-7603740654202748654,Normal
blk_1279439901767890758,Normal
blk_1043487525777829194,Normal
blk_4365203784873840210,Normal
blk_8478683141242372735,Normal
blk_5572208681898881669,Normal
blk_-8083036675630459841,Normal
blk_8942969309743886844,Normal
blk_797263375273454863,Anomaly
blk_668295516093167045,Normal
blk_-1071115021179995772,Normal
blk_7336636250384047238,Normal
blk_4307207852226914003,Normal
blk_2847401988110989655,Normal
blk_3506875694435075421,Normal
blk_-4945182943709543868,Normal
blk_-8674089929114017279,Normal
blk_8761138012128091849,Normal
blk_3905759687686730625,Normal
blk_-3225035678192156905,Normal
blk_342378162324355732,Normal
blk_-6442394521537090621,Anomaly
blk_7550266985912909372,Normal
blk_-4619809198345103330,Normal
blk_5528471097481810388,Normal
blk_4614530673206341566,Normal
blk_6125469222540396851,Normal
blk_-4737948505610037427,Normal
blk_6868050965297613251,Normal
blk_-1508527605812345693,Normal
blk_-7266711648018793699,Normal
blk_4292382298896622412,Anomaly
blk_-2225353020301959077,Normal
blk_8493856762887493521,Normal
blk_2731746367139956284,Normal
blk_-6966935672736779591,Normal
blk_6514181997629420906,Normal
blk_9146254623576405494,Normal
blk_-7411687001739959508,Normal
blk_4713539908695785630,Normal
blk_-4434479572312007079,Normal
blk_-3339018122410311668,Normal
blk_5272761429354463572,Normal
blk_-1680563440028826904,Normal
blk_-3140031507252212554,Normal
blk_3946183108430554053,Normal
blk_-5671206752084326639,Normal
blk_6148201552996212693,Normal
blk_6547729596040509998,Anomaly
blk_-2541428592126088938,Normal
blk_9095955277706686312,Normal
blk_-3673133694834392576,Normal
blk_5209577451013188921,Normal
blk_2967299761311489673,Normal
blk_48742413802609430,Normal
blk_9014154925388243050,Normal
blk_6085274723649229095,Normal
blk_3079488924320077240,Normal
blk_-309134958179110212,Normal
blk_-227411387418683230,Normal
blk_-3134225108208373949,Normal
blk_692184983396207285,Normal
blk_-7411858598798393933,Normal
blk_6552418180158772377,Anomaly
blk_-5009274684359267777,Normal
blk_-664656559337730574,Normal
blk_798664047382151445,Normal
blk_7760079751081658559,Normal
blk_1920931690498309324,Normal
blk_3911263675181899748,Normal
blk_2599050023684318911,Normal
blk_1483582953997932733,Normal
blk_1150231966878829887,Normal
blk_5641239200978828454,Normal
blk_-3170270010972115378,Normal
blk_-8852638972311349374,Normal
blk_-1442905060580014339,Normal
blk_-8558281124275910849,Normal
blk_-719498947487451844,Normal
blk_6988110707613820142,Normal
blk_-3681974396824196300,Anomaly
blk_-1490623381339215624,Normal
blk_-5429479049793046826,Normal
blk_-6247364168500873179,Normal
blk_2736251498135196075,Anomaly
blk_-2923662094689783995,Normal
blk_-2192382893903170466,Normal
blk_4234385041723406944,Normal
blk_8968608251219902913,Normal
blk_-1201318815778694289,Normal
blk_-5140072410813878235,Anomaly
blk_-8502460962248995911,Normal
blk_1389634598105954660,Normal
blk_-9089815063425241739,Normal
blk_557803157214911261,Normal
blk_-3572295706132449090,Normal
blk_8591104451552720112,Normal
blk_-1435656632270396446,Normal
blk_7345322407792942877,Normal
blk_-8939321760994370713,Normal
blk_3958940914408609637,Normal
blk_3428998332517532825,Normal
blk_1275198635723397883,Normal
blk_5106303344783117537,Normal
blk_6628512193350164674,Normal
blk_-5587827566367944828,Normal
blk_3733339790842827121,Normal
blk_387577766066135394,Normal
blk_3584162266158512993,Normal
blk_6107935679779418195,Normal
blk_-1750007847201154657,Normal
blk_-2591043665372016488,Normal
blk_-1732662141253491971,Normal
blk_4959462704623252283,Normal
blk_4553790855855864497,Normal
blk_5868517220927475394,Normal
blk_-3754029959138975487,Anomaly
blk_7501235595045510958,Normal
blk_-3261177124784025140,Normal
blk_-3486808304671603275,Normal
blk_6563909003697001371,Normal
blk_4068667188725811395,Normal
blk_-7355153279766988632,Normal
blk_8693774866554287286,Normal
blk_-2916658835497879256,Normal
blk_-9171803179611497035,Normal
blk_1828089683746536118,Normal
blk_-4854562124894030819,Normal
blk_7048740572660501729,Normal
blk_4318179566727871532,Normal
blk_1345503778930512538,Normal
blk_727000711161641724,Normal
blk_7227035060836018780,Normal
blk_-9017308542351369260,Normal
blk_4069436988023676023,Normal
blk_-468830939205980722,Normal
blk_773599351835388127,Normal
blk_-3981735565440284420,Normal
blk_728165942214842306,Normal
blk_-3157541550945505354,Normal
blk_3088175971503531298,Normal
blk_7838843222458775811,Normal
blk_-7584542530081657301,Normal
blk_-3620767662957963389,Normal
blk_-5078186985701364847,Normal
blk_7193551490488433552,Normal
blk_-8022986908643041177,Normal
blk_-2025578204394955498,Normal
blk_-3276232266876914214,Normal
blk_-5003122231679852524,Normal
blk_-4149539113118855204,Normal
blk_-7667417209393167541,Normal
blk_-1197396592032418307,Normal
blk_-5400783031085008882,Normal
blk_7533949673910842243,Normal
blk_7606019272539977822,Normal
blk_8842097432176169457,Normal
blk_-1342669964196815853,Normal
blk_-6901909114834172466,Normal
blk_-7285565997486715015,Normal
blk_-6117917602803602155,Normal
blk_6695517786834913217,Normal
blk_560063894682806537,Normal
blk_2652444451422301232,Normal
blk_7855353385462032387,Normal
blk_-4174618838156947380,Normal
blk_-8617088607862430908,Normal
blk_7016884347337429710,Normal
blk_-3402248757106237109,Normal
blk_-5633587983998853189,Normal
blk_2570966823909513791,Normal
blk_-8915123233040672605,Normal
blk_3652427357251545055,Normal
